DATASET_GRADIENT

SEPARATOR TAB
DATASET_LABEL	PC1
COLOR	#ff0000


#COLOR_MIN	#0000ff
#COLOR_MAX	#ff0000

DATA
Orectolobus_hutchinsi	3.644183313506592
Limia_vittata	-1.5011288503510534
Pelophylax_bedriagae	-0.5154235734318563
Alytes_obstetricans	-0.6100046362895798
Sardinella_melanura	-1.1019701419748609
Pristipomoides_filamentosus	0.6544237821682257
Girardinus_creolus	-1.4376059322409669
Microstomus_kitt	0.3769589602275111
Alytes_muletensis	-0.101623762303587
Stegastes_planifrons	-0.8182394109549311
Ambystoma_opacum	-0.6542836116194892
Boa_constrictor	4.036988335376477
Onychodactylus_japonicus	0.6359010525312989
Scorpaena_maderensis	-0.5080693538897517
Salmo_obtusirostris	1.2369605970612174
Huso_huso	3.0664972939893014
Ambystoma_mexicanum	0.1345801889112723
Pantherophis_guttatus	2.8009406459844777
Myloplus_rhomboidalis	0.2395975665719195
Erilepis_zonifer	2.405149579321515
Bufotes_viridis	-0.4863511110747824
Blepsias_cirrhosus	0.036530233951148
Sillago_flindersi	-0.8329871396099596
Prionotus_punctatus	0.0604241632526772
Cryodraco_antarcticus	1.505522143055562
Harengula_humeralis	-0.8347299618941209
Achondrostoma_arcasii	-0.0935918318814304
Galeorhinus_galeus	4.221612172591276
Pomacentrus_wardi	-0.8331495662417964
Bucorvus_leadbeateri	3.23464994401685
Trematomus_nicolai	0.8372102103832401
Varanus_niloticus	2.419297114949261
Sardinella_maderensis	-0.7262455098931361
Pelophylax_perezi	-1.00942241916836
Brycon_opalinus	-1.055904838582798
Lamna_ditropis	4.593636755047968
Cichla_monoculus	0.4413600205905165
Quintana_atrizona	-2.0598313296818294
Melanotaenia_boesemani	-0.8539587492432765
Lepidotrigla_cavillone	-0.7244772400497236
Gallotia_atlantica	-0.0535716768705482
Ambiserrula_jugosa	-1.3164247591086695
Smaug_giganteus	1.988460166110416
Lithobates_catesbeianus	-0.3438024988585109
Ammodytes_americanus	-0.572406204774824
Coptodon_guineensis	-0.0067978721362539
Pomadasys_striatus	-0.5445028692852296
Engraulis_australis	-1.4708713010172711
Pomatoschistus_microps	-1.9000709668221445
Eucinostomus_gula	-1.2746437885379065
Pseudochromis_flavivertex	-1.876819073004821
Siphateles_bicolor	-0.6482156277677289
Urophycis_tenuis	0.6639413548506832
Mobula_birostris	5.800985497796721
Kurixalus_eiffingeri	-0.8392597342413443
Karalla_dussumieri	-1.7725374493206592
Anarhichas_minor	2.5969394198616738
Xantusia_vigilis	-0.0422951468625396
Trachurus_symmetricus	0.1849796359055373
Coluber_constrictor	2.088836897061381
Coregonus_kiyi	0.6809955286537125
Crotalus_pricei	1.6363247314900964
Diplodus_annularis	-0.9188788879890766
Gobionotothen_gibberifrons	0.969812032879842
Ambystoma_texanum	-0.068026667875197
Ceratophrys_stolzmanni	-1.2842534318148842
Trematomus_newnesi	0.9285910373051288
Cyclopsetta_querna	-0.3529941578601108
Heterotis_niloticus	0.9817911709812326
Gallotia_stehlini	1.0129294170711738
Encrasicholina_devisi	-2.3581815028777644
Trematomus_pennellii	0.7602331020921863
Desmognathus_ochrophaeus	-0.2418118406122727
Pristipomoides_flavipinnis	0.5490495702471948
Acipenser_ruthenus	0.9146242507461227
Phoeniconaias_minor	2.882232560431794
Pseudopleuronectes_americanus	0.454347662544426
Acanthopagrus_arabicus	-0.2893486483830407
Necturus_maculosus	1.5777887452987027
Chrysichthys_nigrodigitatus	0.0167153049435963
Strauchbufo_raddei	-0.4928619169645164
Hippocampus_hippocampus	-1.0539944911153671
Equulites_lineolatus	-1.4216227140416091
Pristipomoides_auricilla	0.16418390477605
Pangasius_pangasius	0.7088067833558044
Girardinus_microdactylus	-1.4910353843787982
Chaenocephalus_aceratus	1.3489898578080948
Synodontis_clarias	-0.4341993098764356
Acyrtops_beryllinus	-2.970966862054084
Girardinus_falcatus	-1.6782831294266711
Dissostichus_mawsoni	2.522904666554423
Girardinus_uninotatus	-1.3853708670339395
Heterodon_platirhinos	1.8631771650051523
Phycodurus_eques	0.1336620693977005
Stolephorus_insularis	-2.432297548187785
Arripis_georgianus	-0.066076646571036
Aphanius_iberus	-2.238726456859
Setipinna_phasa	-0.4209191195200697
Pleurogrammus_azonus	0.947608140657606
Pagellus_bellottii	-0.7338287253150324
Caranx_tille	0.1072176231082519
Strix_occidentalis	2.194775634844809
Eremias_suphani	0.1054849696648002
Pylodictis_olivaris	1.4994260478678725
Varanus_komodoensis	3.872909318977768
Nannatherina_balstoni	-1.809775190403706
Pristipomoides_zonatus	0.3423099476155987
Rhinogobius_cliffordpopei	-1.477462837738956
Paranotothenia_magellanica	0.4431035137780926
Latris_lineata	1.1763373648136244
Dascyllus_reticulatus	-1.496590272016144
Rhyacotriton_variegatus	-0.2492819381297399
Paleosuchus_trigonatus	3.4915142071430143
Elassoma_zonatum	-2.471192713751875
Etheostoma_pyrrhogaster	-2.1916123017981177
Prionotus_stephanophrys	-0.1575510218058977
